@relation folhas_neem

@attribute area_folha numeric
@attribute area_manchas numeric
@attribute cor_media numeric
@attribute classe {saudavel,doente}

@data
30298.00,277356.00,149.86,doente
18976.00,288585.00,160.81,doente
21595.00,285883.00,158.30,doente
19188.00,288334.00,157.64,doente
23478.00,284204.00,154.55,doente
10227.00,297361.00,162.06,doente
13082.00,294592.00,156.60,doente
19531.00,288084.00,151.92,doente
29771.00,277745.00,150.07,doente
4840.00,302454.00,165.62,doente
23573.00,284073.00,159.92,doente
21837.00,285872.00,150.17,doente
16788.00,290779.00,154.98,doente
20138.00,287678.00,161.05,doente
11882.00,295661.00,172.44,doente
113051.00,196133.00,148.29,doente
21105.00,286664.00,154.36,doente
13647.00,293964.00,154.17,doente
35298.00,272341.00,146.77,doente
29564.00,278106.00,155.23,doente
28123.00,279717.00,148.88,doente
19491.00,288736.00,164.93,doente
5208.00,302003.00,163.70,doente
26258.00,281427.00,155.12,doente
26587.00,281110.00,160.08,doente
25824.00,281836.00,159.56,doente
30906.00,276860.00,149.77,doente
9264.00,298285.00,164.32,doente
28647.00,279007.00,158.71,doente
23722.00,283900.00,152.40,doente
22154.00,285569.00,159.36,doente
26470.00,281138.00,153.91,doente
28556.00,279053.00,151.93,doente
32129.00,275578.00,151.34,doente
3198.00,304063.00,160.91,doente
38328.00,269513.00,150.77,doente
21640.00,286103.00,152.48,doente
17363.00,290300.00,158.65,doente
6786.00,300504.00,169.44,doente
11570.00,295893.00,155.74,doente
20703.00,287027.00,165.54,doente
22910.00,284670.00,151.52,doente
24480.00,283186.00,149.84,doente
18604.00,288965.00,153.03,doente
17503.00,290148.00,150.30,doente
15890.00,291551.00,159.23,doente
4033.00,303227.00,164.93,doente
14860.00,292819.00,155.07,doente
15357.00,292311.00,150.52,doente
7899.00,299595.00,160.32,doente
21710.00,285928.00,149.19,doente
27388.00,280444.00,166.36,doente
31784.00,275817.00,149.82,doente
23452.00,284251.00,150.50,doente
15313.00,292621.00,151.59,doente
24931.00,282792.00,154.88,doente
20064.00,287480.00,157.88,doente
21335.00,286471.00,156.09,doente
14820.00,292907.00,163.36,doente
25571.00,282201.00,154.14,doente
9644.00,297849.00,160.43,doente
34368.00,273316.00,150.76,doente
25605.00,282037.00,159.32,doente
29099.00,278664.00,154.20,doente
22601.00,285232.00,153.15,doente
18045.00,289440.00,158.26,doente
23901.00,283900.00,150.09,doente
23599.00,283999.00,146.76,doente
87155.00,221253.00,144.90,doente
16851.00,290635.00,146.63,doente
2389.00,304914.00,165.18,doente
9071.00,298480.00,158.24,doente
21544.00,286075.00,152.97,doente
19575.00,287894.00,151.42,doente
20381.00,287175.00,152.78,doente
28826.00,278658.00,152.42,doente
24631.00,282989.00,151.60,doente
25282.00,282628.00,151.61,doente
31528.00,276019.00,140.71,doente
38707.00,269113.00,144.23,doente
12552.00,294984.00,155.24,doente
116322.00,189563.00,148.29,doente
22770.00,284847.00,162.40,doente
2041.00,260211.00,159.32,doente
7250.00,192933.00,141.52,doente
17809.00,224480.00,151.96,doente
26758.00,280925.00,142.71,doente
20364.00,287408.00,157.34,doente
18359.00,289144.00,149.68,doente
15660.00,230480.00,149.92,doente
9311.00,196412.00,142.11,doente
22567.00,285116.00,156.36,doente
15616.00,216722.00,157.28,doente
10019.00,297592.00,165.96,doente
10333.00,297262.00,167.55,doente
9726.00,297770.00,160.67,doente
15579.00,291910.00,164.41,doente
13250.00,294384.00,150.32,doente
9914.00,247271.00,151.05,doente
9301.00,298281.00,153.04,doente
14052.00,254815.00,154.17,doente
16421.00,291176.00,160.08,doente
12597.00,238715.00,155.64,doente
13251.00,225465.00,151.18,doente
16648.00,291024.00,151.19,doente
9336.00,298140.00,166.78,doente
12287.00,295217.00,157.29,doente
12394.00,295230.00,156.91,doente
17581.00,289995.00,190.97,doente
12787.00,294746.00,156.23,doente
16785.00,290855.00,153.36,doente
11527.00,296044.00,155.87,doente
12829.00,294687.00,147.04,doente
11161.00,226607.00,150.28,doente
15241.00,292324.00,160.37,doente
12735.00,242321.00,150.95,doente
10983.00,297172.00,186.90,doente
12872.00,295167.00,152.67,doente
13048.00,294661.00,151.74,doente
11976.00,295875.00,153.40,doente
20601.00,287029.00,188.97,doente
11008.00,296592.00,160.08,doente
12594.00,295356.00,158.61,doente
12800.00,294898.00,152.08,doente
13150.00,294589.00,159.50,doente
11775.00,295749.00,161.90,doente
18268.00,289891.00,156.87,doente
13049.00,295107.00,163.30,doente
118785.00,198510.00,134.13,doente
11115.00,296601.00,158.60,doente
12890.00,295104.00,152.30,doente
16325.00,291415.00,154.45,doente
26831.00,280754.00,186.32,doente
11989.00,295775.00,154.15,doente
10224.00,297468.00,150.84,doente
9364.00,298436.00,150.71,doente
12419.00,295198.00,156.64,doente
17298.00,290714.00,150.95,doente
20779.00,287268.00,163.40,doente
9505.00,298320.00,152.19,doente
10495.00,297041.00,160.15,doente
121511.00,189182.00,141.88,doente
24638.00,282853.00,196.02,doente
22633.00,284865.00,195.17,doente
19479.00,289187.00,163.78,doente
23070.00,284395.00,194.72,doente
12883.00,294672.00,169.82,doente
18133.00,290327.00,162.75,doente
13420.00,294023.00,162.96,doente
20931.00,286906.00,159.27,doente
13284.00,294349.00,169.70,doente
23424.00,284229.00,167.45,doente
11888.00,295733.00,167.92,doente
14874.00,293128.00,164.80,doente
11270.00,296398.00,161.42,doente
18395.00,290397.00,160.20,doente
39391.00,263752.00,163.18,doente
15786.00,291765.00,196.16,doente
12423.00,295614.00,161.50,doente
10304.00,297242.00,162.49,doente
7148.00,300068.00,170.20,doente
43576.00,264128.00,157.24,doente
11278.00,296257.00,164.74,doente
60237.00,255439.00,155.33,doente
82172.00,234625.00,153.22,doente
20216.00,287562.00,191.10,doente
15492.00,291859.00,193.98,doente
12107.00,295604.00,195.55,doente
11219.00,296207.00,194.80,doente
21951.00,285372.00,192.00,doente
13085.00,294549.00,195.02,doente
23738.00,284661.00,162.46,doente
8953.00,298476.00,196.31,doente
21166.00,286691.00,159.46,doente
58553.00,252539.00,156.24,doente
38959.00,269197.00,170.03,doente
37686.00,270516.00,172.21,doente
33928.00,274138.00,172.99,doente
25081.00,283008.00,173.06,doente
36065.00,272562.00,166.29,doente
22862.00,285098.00,174.61,doente
26352.00,281016.00,195.11,doente
12133.00,295318.00,191.78,doente
15560.00,292070.00,170.65,doente
21288.00,286576.00,166.06,doente
30685.00,277390.00,172.19,doente
42536.00,265008.00,163.30,doente
33601.00,274519.00,168.01,doente
9105.00,298359.00,162.44,doente
22605.00,285077.00,162.42,doente
26387.00,281386.00,164.75,doente
16740.00,290848.00,163.53,doente
11929.00,295631.00,164.57,doente
13081.00,294420.00,164.35,doente
22118.00,286004.00,167.20,doente
21666.00,285995.00,169.31,doente
12702.00,294995.00,145.73,doente
13769.00,293729.00,167.50,doente
12502.00,295083.00,162.84,doente
9086.00,298312.00,167.24,doente
27799.00,279897.00,194.10,doente
28245.00,279163.00,195.52,doente
26038.00,281400.00,195.50,doente
22506.00,284867.00,196.11,doente
13031.00,294535.00,166.18,doente
11971.00,295440.00,186.70,doente
30708.00,276957.00,195.91,doente
16515.00,291262.00,164.52,doente
15214.00,292174.00,198.10,doente
26673.00,280966.00,196.66,doente
32111.00,275449.00,195.79,doente
33840.00,273697.00,195.77,doente
16535.00,291591.00,168.18,doente
35677.00,271939.00,194.36,doente
27888.00,279683.00,194.26,doente
27661.00,280139.00,196.47,doente
12507.00,294870.00,187.90,doente
31924.00,275688.00,192.98,doente
25164.00,282454.00,191.74,doente
13718.00,294095.00,168.36,doente
29119.00,278544.00,195.49,doente
30064.00,277811.00,194.60,doente
23238.00,284267.00,202.55,doente
25715.00,281860.00,199.97,doente
15679.00,291856.00,155.82,doente
14834.00,292608.00,148.63,doente
16134.00,291702.00,175.41,doente
14236.00,293242.00,186.49,doente
28220.00,279251.00,195.17,doente
22142.00,285474.00,166.33,doente
13754.00,293791.00,168.38,doente
28822.00,279279.00,174.33,doente
20330.00,287204.00,161.49,doente
20971.00,287157.00,160.75,doente
19910.00,287663.00,165.69,doente
19691.00,288084.00,167.20,doente
18336.00,289297.00,165.05,doente
17976.00,289510.00,162.80,doente
14059.00,293357.00,185.41,doente
16242.00,292176.00,168.14,doente
20805.00,286767.00,166.33,doente
21743.00,285921.00,168.45,doente
15247.00,292317.00,163.07,doente
14678.00,292831.00,167.25,doente
17532.00,290170.00,167.24,doente
9263.00,298199.00,165.50,doente
16188.00,291295.00,166.75,doente
15454.00,292114.00,164.00,doente
14871.00,292800.00,172.30,doente
11804.00,295737.00,177.76,doente
16329.00,291363.00,166.55,doente
24508.00,283064.00,164.17,doente
16212.00,291437.00,162.18,doente
19775.00,287844.00,166.39,doente
18798.00,288931.00,165.31,doente
14469.00,293409.00,178.97,doente
16982.00,290463.00,186.38,doente
4732.00,302561.00,169.73,doente
22027.00,285475.00,167.19,doente
9745.00,297713.00,186.76,doente
13139.00,294409.00,174.56,doente
9860.00,297606.00,186.83,doente
16891.00,290699.00,163.58,doente
10329.00,297071.00,185.46,doente
12988.00,294410.00,166.49,doente
15878.00,291589.00,177.68,doente
11484.00,296043.00,183.24,doente
12369.00,295149.00,185.87,doente
17066.00,290619.00,186.52,doente
4679.00,302563.00,162.26,doente
19116.00,288587.00,161.32,doente
19854.00,288376.00,166.81,doente
18589.00,288904.00,185.91,doente
18980.00,288506.00,186.46,doente
18544.00,289004.00,189.40,doente
19033.00,288421.00,189.81,doente
17124.00,290362.00,190.96,doente
19704.00,287869.00,181.99,doente
16134.00,291506.00,186.90,doente
17265.00,290438.00,189.42,doente
15775.00,291954.00,186.73,doente
6196.00,301033.00,167.14,doente
11551.00,295893.00,161.91,doente
16204.00,291489.00,174.51,doente
23808.00,283733.00,159.61,doente
15151.00,292332.00,188.03,doente
15556.00,292018.00,170.79,doente
20120.00,287488.00,185.37,doente
21053.00,286509.00,182.80,doente
16942.00,290453.00,190.34,doente
22111.00,285438.00,191.97,doente
11077.00,296311.00,188.03,doente
12675.00,294740.00,187.84,doente
17561.00,290138.00,158.39,doente
2787.00,304454.00,163.54,doente
15177.00,292327.00,189.04,doente
19241.00,288456.00,186.47,doente
23886.00,283841.00,156.22,doente
10351.00,297121.00,186.97,doente
10380.00,297028.00,182.07,doente
15845.00,291677.00,186.21,doente
22574.00,285047.00,171.72,doente
10780.00,297044.00,186.66,doente
6845.00,206559.00,185.64,doente
