@relation folhas_neem

@attribute area_folha numeric
@attribute area_manchas numeric
@attribute cor_media numeric
@attribute classe {saudavel,doente}

@data
90478.00,204116.00,160.81,doente
70490.00,232986.00,169.86,doente
56789.00,238765.00,172.43,doente
57973.00,235793.00,167.44,doente
61740.00,242072.00,169.50,doente
11680.00,249422.00,169.06,doente
89368.00,206300.00,161.41,doente
51468.00,244235.00,169.45,doente
6928.00,218287.00,162.45,doente
7360.00,217906.00,160.24,doente
77283.00,220383.00,161.08,doente
67910.00,231490.00,166.12,doente
60734.00,239958.00,166.24,doente
67284.00,227696.00,158.48,doente
76612.00,217112.00,154.43,doente
83931.00,212255.00,161.33,doente
7081.00,198462.00,160.69,doente
69163.00,223819.00,157.78,doente
58577.00,236553.00,164.43,doente
12508.00,255206.00,165.84,doente
69237.00,223811.00,163.21,doente
65995.00,228001.00,162.38,doente
73119.00,225626.00,161.86,doente
82211.00,216424.00,152.25,doente
75189.00,216923.00,167.86,doente
65416.00,227758.00,165.25,doente
86690.00,210386.00,158.05,doente
80967.00,208065.00,162.58,doente
76250.00,216512.00,157.71,doente
135712.00,172295.00,139.38,doente
63047.00,237444.00,165.41,doente
6870.00,217810.00,165.44,doente
57960.00,241966.00,169.76,doente
53982.00,246280.00,170.30,doente
83195.00,204079.00,165.25,doente
83068.00,212563.00,164.82,doente
70603.00,228009.00,164.36,doente
74178.00,217425.00,153.52,doente
8707.00,212179.00,164.36,doente
57242.00,238886.00,161.97,doente
65078.00,228010.00,160.09,doente
66840.00,225832.00,160.06,doente
116613.00,185026.00,151.78,doente
10334.00,240687.00,171.33,doente
8817.00,235841.00,163.45,doente
62802.00,230724.00,164.51,doente
71332.00,221914.00,162.21,doente
67596.00,224780.00,161.63,doente
82660.00,213801.00,161.96,doente
95386.00,188147.00,157.64,doente
80072.00,222664.00,157.66,doente
41481.00,240390.00,162.56,doente
82560.00,194231.00,157.86,doente
77500.00,220530.00,156.02,doente
90979.00,186929.00,155.07,doente
7615.00,209913.00,159.53,doente
61549.00,222118.00,159.35,doente
25658.00,254403.00,175.03,doente
84611.00,197756.00,162.45,doente
86617.00,179718.00,153.34,doente
85226.00,197079.00,154.45,doente
117299.00,170861.00,149.67,doente
23315.00,245178.00,175.20,doente
123553.00,178176.00,149.03,doente
80443.00,202266.00,161.47,doente
83200.00,193630.00,159.15,doente
95168.00,186892.00,157.22,doente
9957.00,206061.00,154.48,doente
6997.00,222709.00,163.12,doente
91138.00,186956.00,157.57,doente
7952.00,221254.00,158.49,doente
8495.00,231443.00,161.01,doente
34001.00,215859.00,164.54,doente
86192.00,200421.00,161.57,doente
37666.00,264984.00,175.47,doente
6310.00,218798.00,166.29,doente
87127.00,209123.00,160.52,doente
78486.00,212461.00,163.18,doente
5830.00,228833.00,166.91,doente
87427.00,193114.00,159.05,doente
81363.00,215226.00,154.01,doente
10543.00,227942.00,157.58,doente
79014.00,217196.00,158.25,doente
7507.00,218018.00,161.32,doente
11351.00,229264.00,163.75,doente
94596.00,182470.00,154.39,doente
41381.00,247858.00,178.07,doente
76636.00,220194.00,160.15,doente
76839.00,220238.00,160.42,doente
6752.00,221221.00,158.32,doente
112292.00,184446.00,152.03,doente
7661.00,230683.00,168.02,doente
5714.00,213326.00,157.04,doente
6605.00,213830.00,163.66,doente
3782.00,213410.00,163.09,doente
6562.00,204838.00,164.14,doente
80468.00,214580.00,157.18,doente
7722.00,215684.00,163.51,doente
54190.00,247506.00,168.27,doente
69784.00,233076.00,164.65,doente
8850.00,298692.00,158.86,doente
83319.00,213851.00,162.88,doente
6686.00,263884.00,160.61,doente
9415.00,272582.00,158.06,doente
9659.00,297825.00,158.63,doente
11979.00,295573.00,165.20,doente
11642.00,295968.00,156.46,doente
16158.00,291436.00,160.28,doente
15628.00,291894.00,160.47,doente
13025.00,294515.00,160.47,doente
41390.00,263327.00,180.37,doente
10932.00,296729.00,164.41,doente
83312.00,204395.00,157.16,doente
7196.00,261770.00,161.13,doente
7656.00,299852.00,157.99,doente
5223.00,252603.00,169.29,doente
6086.00,256275.00,163.18,doente
6614.00,300872.00,164.12,doente
5215.00,254619.00,167.62,doente
12915.00,294595.00,157.25,doente
7170.00,300296.00,161.68,doente
6481.00,301038.00,161.90,doente
41644.00,263201.00,177.77,doente
5871.00,217396.00,162.58,doente
4667.00,241942.00,156.39,doente
6810.00,300569.00,162.03,doente
15701.00,291923.00,161.50,doente
20783.00,256893.00,164.20,doente
8989.00,258713.00,159.40,doente
36352.00,268715.00,174.01,doente
37624.00,253905.00,176.15,doente
63292.00,228342.00,168.48,doente
45982.00,245654.00,172.00,doente
14843.00,239545.00,171.93,doente
80014.00,216726.00,163.38,doente
20569.00,253032.00,176.03,doente
42425.00,246510.00,173.38,doente
42870.00,261439.00,173.68,doente
57896.00,235091.00,171.67,doente
75602.00,150387.00,157.05,doente
135335.00,173755.00,140.90,doente
58935.00,233872.00,175.32,doente
61808.00,229816.00,165.20,doente
10608.00,239614.00,165.39,doente
5163.00,203141.00,163.63,doente
16688.00,291109.00,173.48,doente
6837.00,300549.00,195.45,doente
19866.00,287884.00,193.96,doente
21435.00,285850.00,192.88,doente
26121.00,281511.00,193.72,doente
15732.00,291744.00,168.45,doente
23114.00,284330.00,169.03,doente
11122.00,162160.00,163.69,doente
14124.00,293402.00,166.95,doente
17332.00,290060.00,168.19,doente
18656.00,288813.00,168.24,doente
11320.00,296084.00,182.58,doente
10215.00,297191.00,197.15,doente
14919.00,292579.00,169.53,doente
15419.00,292018.00,175.34,doente
18028.00,289589.00,191.90,doente
17942.00,289506.00,203.07,doente
14828.00,292589.00,168.14,doente
11775.00,295617.00,167.66,doente
16193.00,291244.00,170.32,doente
7284.00,300161.00,167.56,doente
6888.00,192741.00,163.84,doente
7003.00,200587.00,160.24,doente
19714.00,287821.00,193.58,doente
13250.00,294071.00,178.75,doente
17792.00,289763.00,167.61,doente
15785.00,291703.00,165.66,doente
14358.00,293010.00,182.75,doente
17036.00,290478.00,191.54,doente
11859.00,295694.00,165.56,doente
12816.00,294641.00,165.13,doente
15470.00,292037.00,167.16,doente
16477.00,290949.00,165.90,doente
10629.00,296707.00,165.98,doente
11495.00,296072.00,194.65,doente
13282.00,294195.00,165.00,doente
8164.00,299275.00,166.75,doente
14699.00,292718.00,165.21,doente
32267.00,276281.00,173.31,doente
30571.00,277875.00,175.58,doente
22014.00,285690.00,191.66,doente
16776.00,290673.00,167.41,doente
15895.00,291760.00,164.60,doente
17943.00,289688.00,165.54,doente
15584.00,291783.00,194.42,doente
21816.00,285571.00,190.76,doente
18798.00,288950.00,190.09,doente
20445.00,287206.00,192.79,doente
21383.00,286528.00,191.03,doente
20190.00,287491.00,191.92,doente
21215.00,286636.00,189.57,doente
15119.00,292548.00,205.50,doente
26687.00,281022.00,192.37,doente
14044.00,293657.00,163.46,doente
17838.00,289688.00,151.25,doente
26665.00,280779.00,195.27,doente
10992.00,296539.00,196.20,doente
23527.00,284105.00,194.99,doente
33574.00,274253.00,192.26,doente
23290.00,284341.00,184.09,doente
30554.00,277031.00,182.73,doente
16024.00,291681.00,173.90,doente
16082.00,291739.00,170.44,doente
13380.00,294163.00,167.18,doente
12651.00,295210.00,169.21,doente
17291.00,290531.00,159.46,doente
10771.00,296785.00,163.38,doente
12888.00,294679.00,195.46,doente
11490.00,295909.00,163.62,doente
11607.00,295763.00,167.85,doente
16335.00,291140.00,165.44,doente
15881.00,291687.00,169.24,doente
16293.00,291299.00,169.11,doente
10447.00,297021.00,156.38,doente
17023.00,290780.00,173.10,doente
13325.00,294424.00,162.87,doente
14213.00,293117.00,160.15,doente
14419.00,292906.00,166.06,doente
11543.00,295828.00,195.38,doente
12023.00,295337.00,168.92,doente
8661.00,298808.00,160.18,doente
12052.00,296915.00,158.85,doente
9103.00,298445.00,165.18,doente
9901.00,299219.00,161.41,doente
14774.00,292831.00,163.61,doente
14772.00,294140.00,164.81,doente
25076.00,283190.00,192.46,doente
14737.00,294029.00,161.43,doente
9165.00,298383.00,161.89,doente
18331.00,289407.00,192.72,doente
8743.00,298677.00,161.47,doente
20645.00,286989.00,165.66,doente
9186.00,298390.00,168.26,doente
9659.00,297983.00,160.40,doente
33464.00,274118.00,192.89,doente
25359.00,281962.00,194.75,doente
24579.00,282911.00,192.23,doente
26402.00,280964.00,201.40,doente
4221.00,303057.00,163.70,doente
28134.00,279484.00,194.77,doente
22505.00,284813.00,193.73,doente
16285.00,291219.00,191.07,doente
23418.00,284059.00,193.29,doente
26576.00,280982.00,193.66,doente
24067.00,283464.00,193.85,doente
23589.00,284181.00,195.38,doente
22499.00,285243.00,196.08,doente
22682.00,285105.00,195.93,doente
22578.00,285450.00,195.71,doente
13399.00,294181.00,194.16,doente
10847.00,296725.00,194.84,doente
11381.00,296199.00,194.48,doente
22183.00,285519.00,192.68,doente
12527.00,295096.00,194.22,doente
30181.00,277217.00,193.82,doente
30087.00,277373.00,192.89,doente
36591.00,271447.00,188.40,doente
33021.00,274893.00,190.28,doente
34001.00,273957.00,190.49,doente
96754.00,217587.00,150.09,doente
46630.00,281000.00,156.41,doente
44574.00,271713.00,156.28,doente
18500.00,289312.00,195.64,doente
13632.00,293676.00,195.37,doente
11481.00,296114.00,195.02,doente
18638.00,289763.00,194.06,doente
18219.00,289332.00,193.03,doente
21779.00,285908.00,195.76,doente
19610.00,288011.00,195.89,doente
17909.00,289784.00,187.64,doente
16232.00,291541.00,191.65,doente
19382.00,288311.00,189.84,doente
14801.00,292965.00,190.41,doente
13748.00,293921.00,185.45,doente
10686.00,296854.00,194.15,doente
19375.00,288161.00,191.25,doente
11538.00,296056.00,195.00,doente
16154.00,291122.00,188.32,doente
7726.00,299686.00,193.82,doente
7713.00,299606.00,193.82,doente
13562.00,293923.00,194.83,doente
12986.00,294322.00,195.35,doente
24176.00,283364.00,194.28,doente
18798.00,288867.00,194.77,doente
11095.00,296119.00,196.17,doente
27469.00,280264.00,186.93,doente
11317.00,296276.00,195.07,doente
15142.00,292483.00,195.14,doente
11707.00,295915.00,194.27,doente
3888.00,175516.00,193.15,doente
3606.00,151697.00,195.67,doente
16964.00,291195.00,194.53,doente
24948.00,282673.00,196.18,doente
22845.00,284897.00,174.63,doente
16618.00,290691.00,187.39,doente
23563.00,284157.00,178.39,doente
27242.00,280980.00,173.65,doente
16901.00,290916.00,175.62,doente
20249.00,287718.00,172.72,doente
51793.00,257599.00,163.71,doente
10927.00,296614.00,194.82,doente
27392.00,280768.00,173.44,doente
43341.00,265780.00,169.73,doente
31389.00,277506.00,172.41,doente
18292.00,289759.00,168.00,doente
22063.00,285625.00,194.35,doente
33769.00,275063.00,167.16,doente
18337.00,289336.00,163.52,doente
9234.00,298411.00,163.82,doente
8754.00,298858.00,171.08,doente
22441.00,285248.00,163.22,doente
30744.00,277146.00,156.79,doente
11494.00,296154.00,195.05,doente
21433.00,286328.00,191.54,doente
19391.00,288315.00,195.31,doente
19865.00,287692.00,194.11,doente
7646.00,299776.00,193.58,doente
20472.00,287266.00,192.88,doente
19488.00,288113.00,192.94,doente
14946.00,292715.00,194.82,doente
16464.00,291223.00,192.04,doente
17591.00,289988.00,192.13,doente
10948.00,296529.00,165.03,doente
13130.00,294537.00,171.20,doente
11717.00,295954.00,195.44,doente
13184.00,294355.00,161.87,doente
12645.00,294813.00,166.98,doente
8576.00,298824.00,188.67,doente
10640.00,296723.00,157.39,doente
17522.00,290169.00,160.66,doente
18356.00,289475.00,158.17,doente
18336.00,289494.00,163.07,doente
14669.00,293052.00,163.37,doente
11783.00,296062.00,166.92,doente
20763.00,290121.00,159.76,doente
19071.00,290297.00,164.27,doente
11784.00,295900.00,195.71,doente
7291.00,300311.00,165.21,doente
18382.00,289287.00,194.13,doente
8641.00,298964.00,162.75,doente
10432.00,153850.00,160.94,doente
9370.00,174789.00,176.07,doente
8820.00,211455.00,173.09,doente
8592.00,298940.00,181.95,doente
10167.00,167038.00,187.89,doente
11616.00,296132.00,187.37,doente
15170.00,292559.00,187.40,doente
8888.00,180930.00,184.04,doente
11793.00,295873.00,195.60,doente
6175.00,301111.00,195.28,doente
9197.00,154976.00,188.17,doente
13574.00,294039.00,188.80,doente
14789.00,292895.00,160.36,doente
10176.00,158570.00,187.69,doente
10964.00,148086.00,174.00,doente
10744.00,152993.00,189.00,doente
6556.00,141391.00,181.82,doente
10431.00,297719.00,186.16,doente
11829.00,295610.00,186.36,doente
19265.00,288613.00,178.85,doente
4819.00,158808.00,194.99,doente
22843.00,284485.00,192.79,doente
5541.00,194986.00,179.77,doente
4705.00,155879.00,186.45,doente
5411.00,193609.00,181.23,doente
5848.00,201757.00,177.59,doente
18561.00,289053.00,165.76,doente
13309.00,294221.00,178.72,doente
14083.00,293505.00,167.18,doente
20790.00,286792.00,168.23,doente
9595.00,297858.00,166.44,doente
11907.00,295633.00,158.32,doente
21412.00,286323.00,176.67,doente
22713.00,285125.00,157.69,doente
14274.00,293324.00,159.74,doente
26052.00,281543.00,162.06,doente
22379.00,285273.00,156.97,doente
23021.00,284775.00,160.43,doente
49531.00,278631.00,146.99,doente
28424.00,281828.00,150.75,doente
34594.00,273603.00,158.90,doente
29562.00,278472.00,159.38,doente
11195.00,296282.00,161.69,doente
19151.00,288342.00,182.74,doente
26178.00,281457.00,150.22,doente
27937.00,279851.00,149.23,doente
17372.00,290168.00,155.57,doente
23176.00,284646.00,164.99,doente
22822.00,284840.00,152.74,doente
17982.00,289467.00,156.36,doente
20549.00,287163.00,158.00,doente
21888.00,285655.00,159.70,doente
18184.00,289361.00,166.26,doente
9965.00,297450.00,152.07,doente
19875.00,287987.00,176.49,doente
14206.00,293306.00,150.43,doente
14085.00,293456.00,152.58,doente
13758.00,293742.00,151.32,doente
15342.00,292786.00,150.84,doente
11485.00,296036.00,150.14,doente
20266.00,287899.00,151.05,doente
14905.00,292605.00,157.34,doente
26754.00,280793.00,157.69,doente
12286.00,295138.00,155.43,doente
12376.00,295119.00,151.13,doente
30917.00,276705.00,160.55,doente
16721.00,290752.00,151.54,doente
8839.00,298729.00,156.79,doente
9674.00,297751.00,153.06,doente
10416.00,297081.00,154.75,doente
12134.00,295349.00,151.66,doente
13955.00,293581.00,149.51,doente
16535.00,293835.00,150.34,doente
13478.00,294143.00,151.14,doente
30814.00,276716.00,162.93,doente
16104.00,291441.00,150.33,doente
24367.00,283389.00,174.03,doente
12234.00,295422.00,153.11,doente
16907.00,290690.00,156.98,doente
10180.00,297269.00,156.00,doente
11308.00,296161.00,153.32,doente
13359.00,294395.00,152.21,doente
17172.00,290542.00,149.62,doente
16842.00,290681.00,152.22,doente
12803.00,294728.00,154.78,doente
16333.00,291173.00,149.42,doente
21908.00,285656.00,164.78,doente
19471.00,288340.00,175.49,doente
14124.00,293509.00,155.36,doente
13032.00,294367.00,151.74,doente
16051.00,292846.00,153.00,doente
12179.00,295251.00,151.89,doente
14836.00,293096.00,149.85,doente
16745.00,291838.00,151.51,doente
17194.00,290313.00,150.56,doente
19020.00,289421.00,150.41,doente
12423.00,295111.00,152.34,doente
12299.00,295206.00,151.50,doente
20272.00,287406.00,176.60,doente
24204.00,283596.00,162.15,doente
19178.00,288504.00,151.04,doente
17456.00,290201.00,150.52,doente
14440.00,293043.00,150.97,doente
12753.00,295322.00,152.70,doente
20209.00,287685.00,156.16,doente
17347.00,290445.00,162.17,doente
18118.00,289629.00,151.75,doente
14161.00,293387.00,152.30,doente
12392.00,295076.00,150.20,doente
15197.00,292701.00,176.20,doente
15861.00,291767.00,149.85,doente
29883.00,277605.00,157.61,doente
14951.00,292653.00,149.85,doente
14466.00,293145.00,151.83,doente
15533.00,291979.00,149.00,doente
11019.00,296640.00,176.82,doente
11183.00,296458.00,176.70,doente
8758.00,298778.00,177.34,doente
10634.00,296821.00,179.13,doente
12096.00,295314.00,176.99,doente
16473.00,291194.00,176.00,doente
14917.00,292455.00,178.80,doente
15450.00,292217.00,178.88,doente
30270.00,277485.00,145.95,doente
17247.00,290347.00,177.56,doente
18701.00,288733.00,178.31,doente
21126.00,286481.00,177.42,doente
21645.00,285799.00,177.20,doente
16049.00,291510.00,177.63,doente
18990.00,288351.00,177.10,doente
8869.00,298693.00,179.91,doente
11588.00,296093.00,171.55,doente
11452.00,296091.00,178.09,doente
11585.00,295903.00,179.02,doente
7438.00,300061.00,179.97,doente
23456.00,284387.00,154.48,doente
10487.00,296959.00,179.95,doente
10614.00,296825.00,179.17,doente
14649.00,293196.00,176.93,doente
11817.00,295626.00,179.11,doente
11719.00,295933.00,179.76,doente
9718.00,297855.00,179.75,doente
25778.00,282092.00,157.92,doente
14345.00,293159.00,154.45,doente
12778.00,294679.00,179.24,doente
17966.00,289961.00,176.21,doente
17427.00,290182.00,177.51,doente
19340.00,288523.00,174.32,doente
15444.00,292198.00,152.32,doente
20054.00,287450.00,153.27,doente
10433.00,297032.00,150.43,doente
19164.00,288643.00,156.77,doente
15709.00,296144.00,161.70,doente
12779.00,294840.00,148.89,doente
15286.00,295828.00,147.51,doente
11286.00,296550.00,146.66,doente
14803.00,294535.00,151.03,doente
20479.00,287134.00,173.36,doente
11023.00,297010.00,149.87,doente
14800.00,296512.00,148.16,doente
10718.00,297383.00,150.46,doente
10213.00,299434.00,148.61,doente
14749.00,293050.00,148.84,doente
21126.00,286495.00,161.65,doente
17604.00,290169.00,146.58,doente
8194.00,299525.00,150.53,doente
9449.00,298538.00,150.52,doente
12049.00,295548.00,150.24,doente
13255.00,294366.00,180.59,doente
14653.00,293327.00,150.01,doente
13999.00,296385.00,148.60,doente
16321.00,294382.00,151.10,doente
13833.00,294696.00,152.90,doente
11526.00,296003.00,150.55,doente
13423.00,294352.00,146.57,doente
24866.00,282787.00,157.78,doente
15953.00,291766.00,145.91,doente
8340.00,299347.00,148.57,doente
8098.00,299422.00,148.72,doente
14872.00,292637.00,181.14,doente
16926.00,290703.00,150.32,doente
22021.00,285585.00,146.90,doente
8572.00,298991.00,150.91,doente
9525.00,298168.00,148.32,doente
20813.00,287056.00,151.97,doente
15383.00,292727.00,150.89,doente
8230.00,299512.00,151.43,doente
18388.00,289252.00,161.77,doente
6940.00,300520.00,150.17,doente
29550.00,278045.00,167.80,doente
15083.00,292579.00,180.75,doente
5933.00,301483.00,154.15,doente
9425.00,298015.00,196.48,doente
9086.00,298388.00,197.44,doente
10757.00,296694.00,196.73,doente
12906.00,294396.00,194.86,doente
27023.00,280709.00,173.95,doente
7814.00,162365.00,168.36,doente
28458.00,279648.00,173.70,doente
16711.00,290910.00,155.92,doente
23787.00,284240.00,172.98,doente
14180.00,293315.00,182.38,doente
39262.00,269394.00,167.18,doente
21933.00,285947.00,177.04,doente
25574.00,282375.00,171.45,doente
24266.00,284023.00,174.82,doente
18807.00,288930.00,169.86,doente
10931.00,296577.00,169.10,doente
9789.00,299678.00,166.57,doente
18516.00,289075.00,168.06,doente
33119.00,274648.00,157.23,doente
18628.00,288968.00,160.75,doente
16612.00,291090.00,180.31,doente
25377.00,282209.00,162.01,doente
13740.00,293731.00,150.01,doente
16693.00,290841.00,155.93,doente
9114.00,222518.00,148.53,doente
10172.00,297366.00,160.53,doente
12067.00,230820.00,145.58,doente
9253.00,238623.00,155.59,doente
14178.00,293988.00,187.55,doente
27877.00,279783.00,174.72,doente
12691.00,294771.00,163.31,doente
21596.00,285972.00,179.06,doente
22361.00,285470.00,160.36,doente
33166.00,274582.00,165.88,doente
12482.00,295299.00,157.80,doente
3953.00,268038.00,166.36,doente
19636.00,287906.00,165.91,doente
8304.00,299219.00,173.33,doente
11355.00,296141.00,159.12,doente
23218.00,284329.00,159.80,doente
25600.00,281988.00,159.35,doente
16881.00,290648.00,160.21,doente
10029.00,297311.00,163.85,doente
8856.00,298543.00,172.94,doente
7144.00,168999.00,188.55,doente
2529.00,304722.00,163.52,doente
6345.00,160042.00,186.27,doente
6183.00,175152.00,186.13,doente
6467.00,158635.00,186.36,doente
17880.00,289575.00,163.01,doente
12264.00,295408.00,164.71,doente
11535.00,295827.00,164.35,doente
8285.00,184721.00,187.67,doente
9550.00,189020.00,186.53,doente
10095.00,297377.00,166.36,doente
27634.00,280025.00,194.49,doente
30352.00,276605.00,195.08,doente
34959.00,272651.00,157.24,doente
3090.00,304169.00,164.13,doente
27507.00,279530.00,195.14,doente
30470.00,276652.00,191.10,doente
29411.00,277708.00,193.04,doente
33626.00,273551.00,193.45,doente
14679.00,292920.00,163.15,doente
20888.00,286354.00,195.89,doente
9937.00,297509.00,165.57,doente
26894.00,280335.00,194.90,doente
22844.00,284847.00,194.47,doente
28087.00,279110.00,194.67,doente
25432.00,282036.00,194.85,doente
3968.00,303264.00,163.77,doente
5761.00,301650.00,171.45,doente
12430.00,295199.00,150.68,doente
12355.00,295255.00,160.21,doente
10362.00,297187.00,150.95,doente
11407.00,296243.00,150.18,doente
20406.00,287367.00,168.31,doente
36382.00,271758.00,173.57,doente
10450.00,297025.00,163.70,doente
13470.00,294444.00,151.49,doente
14392.00,293383.00,150.72,doente
12067.00,295552.00,151.70,doente
1803.00,305469.00,161.34,doente
10875.00,296625.00,150.22,doente
14357.00,293576.00,150.41,doente
14732.00,293010.00,150.62,doente
10322.00,297206.00,169.34,doente
12096.00,295384.00,157.66,doente
10612.00,296941.00,149.43,doente
11912.00,295669.00,171.41,doente
9366.00,298223.00,150.01,doente
32736.00,274954.00,149.42,doente
11719.00,295881.00,151.88,doente
14303.00,293373.00,152.05,doente
2277.00,278317.00,155.75,doente
14302.00,293446.00,149.56,doente
13356.00,294236.00,150.86,doente
16284.00,291418.00,152.41,doente
7706.00,299779.00,162.93,doente
11106.00,296454.00,151.88,doente
11795.00,295779.00,152.26,doente
12632.00,294910.00,150.16,doente
10406.00,297207.00,150.30,doente
10055.00,297524.00,150.22,doente
16254.00,291263.00,154.17,doente
10777.00,296811.00,150.43,doente
5942.00,301334.00,168.41,doente
14523.00,293204.00,152.58,doente
18507.00,289151.00,153.29,doente
10891.00,296550.00,169.54,doente
7917.00,299643.00,149.55,doente
10355.00,297286.00,165.59,doente
9540.00,298055.00,161.33,doente
13589.00,294014.00,150.51,doente
13652.00,293884.00,151.23,doente
16659.00,291101.00,151.29,doente
11537.00,296014.00,150.73,doente
13139.00,294271.00,145.29,doente
5160.00,302075.00,165.53,doente
7098.00,300415.00,163.30,doente
10147.00,297394.00,160.70,doente
11659.00,296049.00,153.66,doente
12671.00,295044.00,151.60,doente
12816.00,294783.00,150.85,doente
17904.00,289596.00,194.97,doente
19895.00,288657.00,195.32,doente
16017.00,292339.00,197.14,doente
15957.00,291485.00,196.00,doente
17562.00,290139.00,193.80,doente
25048.00,282463.00,197.49,doente
4991.00,302270.00,168.57,doente
7365.00,300103.00,172.45,doente
9753.00,297680.00,153.99,doente
14021.00,293707.00,195.41,doente
14015.00,293689.00,194.25,doente
15152.00,292289.00,197.16,doente
11821.00,295530.00,195.39,doente
17669.00,289846.00,193.48,doente
18008.00,289759.00,196.68,doente
19619.00,287919.00,194.19,doente
13436.00,293867.00,194.22,doente
15569.00,292301.00,194.82,doente
6489.00,300919.00,166.87,doente
3274.00,303945.00,161.27,doente
17080.00,290207.00,196.58,doente
11345.00,296061.00,194.12,doente
21323.00,286674.00,190.94,doente
19749.00,287852.00,193.45,doente
18118.00,289256.00,193.73,doente
29204.00,278315.00,184.86,doente
33219.00,273936.00,188.85,doente
33022.00,274702.00,189.02,doente
30493.00,276817.00,193.50,doente
5399.00,301922.00,166.43,doente
8085.00,299410.00,166.26,doente
23923.00,283402.00,190.46,doente
5723.00,301577.00,165.15,doente
20941.00,286304.00,187.53,doente
19053.00,288622.00,158.85,doente
24694.00,282944.00,190.70,doente
24139.00,283213.00,190.57,doente
10842.00,296484.00,195.21,doente
19470.00,288042.00,191.99,doente
16448.00,291024.00,194.67,doente
9526.00,298047.00,195.95,doente
21536.00,286106.00,160.44,doente
8470.00,298935.00,195.68,doente
29003.00,278704.00,189.94,doente
3272.00,304012.00,157.94,doente
13294.00,294155.00,194.78,doente
22470.00,285176.00,147.87,doente
7108.00,300193.00,197.17,doente
13164.00,294166.00,194.36,doente
13003.00,294725.00,193.32,doente
8659.00,298559.00,195.04,doente
11616.00,295548.00,196.28,doente
4383.00,222047.00,157.39,doente
12567.00,294744.00,195.29,doente
14594.00,292986.00,195.56,doente
11715.00,295783.00,196.15,doente
10430.00,297197.00,161.68,doente
3289.00,303951.00,160.30,doente
12270.00,295112.00,194.43,doente
16776.00,290666.00,196.62,doente
19829.00,287888.00,156.03,doente
18254.00,289032.00,195.54,doente
17565.00,289653.00,194.47,doente
4275.00,232958.00,163.03,doente
24622.00,282744.00,194.14,doente
22494.00,284797.00,195.35,doente
23521.00,284232.00,195.07,doente
24670.00,283188.00,193.05,doente
16998.00,290371.00,195.15,doente
5715.00,301535.00,167.46,doente
24833.00,282605.00,195.67,doente
15912.00,291771.00,172.87,doente
33225.00,274839.00,170.34,doente
20660.00,287029.00,148.85,doente
9708.00,297607.00,172.48,doente
27405.00,280510.00,175.31,doente
24786.00,283082.00,175.28,doente
31530.00,276357.00,172.82,doente
27723.00,280134.00,174.30,doente
15076.00,293051.00,166.17,doente
23111.00,284358.00,160.97,doente
18613.00,289140.00,161.27,doente
21032.00,286443.00,157.97,doente
15015.00,292480.00,165.08,doente
15345.00,292239.00,160.41,doente
10564.00,296997.00,154.54,doente
15469.00,292045.00,167.46,doente
24191.00,283382.00,178.97,doente
21291.00,286546.00,154.22,doente
14411.00,293134.00,163.30,doente
33250.00,274684.00,156.70,doente
28407.00,279165.00,156.50,doente
16538.00,290962.00,161.45,doente
3895.00,303400.00,161.62,doente
20080.00,287454.00,160.25,doente
15723.00,291951.00,168.91,doente
12776.00,294936.00,157.72,doente
22973.00,284838.00,162.85,doente
20863.00,286691.00,168.97,doente
17907.00,289720.00,163.27,doente
27198.00,280401.00,164.08,doente
19232.00,288766.00,165.28,doente
29614.00,280783.00,165.24,doente
24246.00,283318.00,158.08,doente
10270.00,297246.00,161.58,doente
4269.00,302953.00,167.22,doente
5100.00,302313.00,160.13,doente
9939.00,297780.00,161.79,doente
15351.00,292360.00,161.19,doente
26341.00,281252.00,161.90,doente
30110.00,277455.00,153.90,doente
14388.00,293086.00,161.46,doente
24865.00,282667.00,163.11,doente
30197.00,277531.00,158.77,doente
29768.00,277864.00,160.46,doente
24357.00,283299.00,164.06,doente
36662.00,271088.00,151.61,doente
3155.00,304144.00,161.85,doente
6376.00,301177.00,162.43,doente
28010.00,279537.00,160.83,doente
15971.00,291540.00,152.41,doente
22824.00,284754.00,157.77,doente
21681.00,285934.00,159.07,doente
7261.00,300232.00,160.73,doente
9183.00,251061.00,160.29,doente
11562.00,295900.00,164.90,doente
27040.00,280624.00,160.97,doente
24827.00,282795.00,162.83,doente
27635.00,280213.00,154.79,doente
6077.00,241753.00,159.53,doente
4133.00,278997.00,163.18,doente
31961.00,275657.00,152.96,doente
26000.00,281799.00,154.26,doente
34355.00,273301.00,157.74,doente
20256.00,287414.00,161.29,doente
20329.00,287382.00,158.23,doente
24468.00,283438.00,153.58,doente
26018.00,281678.00,157.07,doente
28502.00,279203.00,154.95,doente
29846.00,278064.00,156.89,doente
10436.00,297063.00,172.78,doente
6928.00,300461.00,160.31,doente
29855.00,277841.00,156.75,doente
5784.00,301475.00,164.55,doente
21595.00,286132.00,155.02,doente
23016.00,284756.00,159.61,doente
23998.00,283918.00,152.11,doente
30668.00,276964.00,149.65,doente
30247.00,277475.00,149.50,doente
13501.00,294191.00,148.12,doente
12698.00,294919.00,149.42,doente
13242.00,294346.00,157.20,doente
10197.00,297240.00,161.73,doente
21446.00,286107.00,154.38,doente
22061.00,285633.00,157.88,doente
5865.00,301310.00,168.52,doente
20283.00,287302.00,152.40,doente
32740.00,274970.00,151.38,doente
